# Title: Global Land Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1901-2000
Date,Anomaly
200101,0.67
200102,0.58
200103,0.80
200104,0.72
200105,0.82
200106,0.63
200107,0.91
200108,0.68
200109,0.76
200110,0.54
200111,1.20
200112,0.98
200201,1.18
200202,1.14
200203,1.52
200204,0.69
200205,1.00
200206,0.73
200207,0.99
200208,0.83
200209,0.93
200210,0.79
200211,0.87
200212,0.57
200301,1.25
200302,0.95
200303,0.79
200304,0.81
200305,0.87
200306,0.51
200307,0.71
200308,0.86
200309,0.99
200310,1.18
200311,0.69
200312,1.30
200401,0.91
200402,1.06
200403,1.05
200404,0.85
200405,0.33
200406,0.45
200407,0.14
200408,0.48
200409,0.67
200410,0.88
200411,1.15
200412,0.68
200501,1.40
200502,1.01
200503,1.31
200504,1.13
200505,0.98
200506,0.98
200507,0.88
200508,0.74
200509,1.16
200510,1.35
200511,1.52
200512,1.43
200601,0.98
200602,1.48
200603,1.18
200604,0.77
200605,0.72
200606,0.94
200607,0.70
200608,1.12
200609,0.99
200610,1.11
200611,1.04
200612,1.40
200701,1.81
200702,1.18
200703,1.24
200704,1.59
200705,1.13
200706,0.89
200707,0.96
200708,0.98
200709,1.08
200710,1.17
200711,1.21
200712,1.03
200801,0.29
200802,0.45
200803,1.56
200804,0.90
200805,0.82
200806,0.63
200807,0.88
200808,0.65
200809,0.93
200810,1.21
200811,1.37
200812,1.02
200901,1.27
200902,0.90
200903,0.80
200904,0.85
200905,0.87
200906,0.80
200907,1.01
200908,0.94
200909,1.27
200910,1.02
200911,1.21
200912,0.93
201001,1.10
201002,1.31
201003,1.53
201004,1.48
201005,1.22
201006,0.99
201007,0.95
201008,0.94
201009,1.03
201010,1.30
201011,1.64
201012,0.82
201101,0.92
201102,0.78
201103,1.20
201104,1.24
201105,0.82
201106,0.93
201107,1.20
201108,1.24
201109,1.07
201110,1.31
201111,0.93
201112,1.14
201201,0.87
201202,0.82
201203,0.88
201204,1.38
201205,1.33
201206,1.16
201207,0.88
201208,0.93
201209,1.17
201210,1.33
201211,1.29
201212,0.60
201301,1.20
201302,0.91
201303,1.04
201304,0.82
201305,0.98
201306,1.14
201307,0.74
201308,0.93
201309,1.23
201310,1.03
201311,1.37
201312,1.20
201401,1.29
201402,0.78
201403,1.44
201404,1.26
201405,1.28
201406,0.84
201407,0.66
201408,1.12
201409,1.20
201410,1.14
201411,0.84
201412,1.28
201501,1.38
201502,1.58
201503,1.66
201504,1.17
201505,1.08
201506,1.15
201507,0.90
201508,1.02
201509,1.23
201510,1.60
201511,1.56
201512,1.79
201601,1.96
201602,2.52
201603,2.46
201604,1.92
201605,1.40
201606,0.99
201607,1.11
201608,1.53
201609,1.47
201610,1.26
201611,1.64
201612,1.51
201701,1.80
201702,1.95
201703,1.97
201704,1.45
201705,1.35
201706,0.92
201707,1.10
201708,1.18
201709,1.29
201710,1.48
201711,1.48
201712,1.84
201801,1.44
201802,1.62
201803,1.49
201804,1.47
201805,1.24
201806,1.15
201807,1.25
201808,1.16
201809,1.14
201810,1.67
201811,1.15
201812,1.46
201901,1.47
201902,1.38
201903,2.12
201904,1.76
201905,1.32
201906,1.21
201907,1.21
201908,1.28
201909,1.44
201910,1.69
201911,1.54
201912,1.95
202001,1.98
202002,2.19
202003,1.90
202004,1.87
202005,1.53
202006,1.34
202007,1.26
202008,1.25
202009,1.70
202010,1.52
202011,2.11
202012,1.45
202101,1.49
202102,0.91
202103,1.60
202104,1.27
202105,1.27
202106,1.24
202107,1.34
202108,1.32
202109,1.51
202110,1.72
202111,1.56
202112,1.53
202201,1.52
202202,1.49
202203,2.02
202204,1.45
202205,1.24
202206,1.42
202207,1.38
202208,1.37
202209,1.28
202210,1.62
202211,0.96
202212,1.17
202301,1.40
202302,1.75
202303,2.19
202304,1.31
202305,1.25
202306,1.42
202307,1.59
202308,1.78
202309,2.33
202310,2.17
202311,2.38
202312,2.24
202401,1.92
202402,2.24
202403,2.11
202404,1.89
202405,1.61
202406,1.76
202407,1.73
202408,1.95
202409,1.90
202410,2.21
202411,2.23
202412,2.21
202501,2.28
202502,2.05
202503,2.26
202504,1.97
